target,location,truth_date,year_week,value
hospital admissions,CZ,2025-02-23,2025-W08,13
hospital admissions,CZ,2025-02-16,2025-W07,10
hospital admissions,CZ,2025-02-09,2025-W06,16
hospital admissions,CZ,2025-02-02,2025-W05,16
hospital admissions,CZ,2025-01-26,2025-W04,21
hospital admissions,CZ,2025-01-19,2025-W03,19
hospital admissions,CZ,2025-01-12,2025-W02,45
hospital admissions,CZ,2025-01-05,2025-W01,33
hospital admissions,CZ,2024-12-29,2024-W52,27
hospital admissions,CZ,2024-12-22,2024-W51,46
hospital admissions,CZ,2024-12-15,2024-W50,82
hospital admissions,CZ,2024-12-08,2024-W49,69
hospital admissions,CZ,2024-12-01,2024-W48,70
hospital admissions,CZ,2024-11-24,2024-W47,77
hospital admissions,CZ,2024-11-17,2024-W46,75
hospital admissions,CZ,2024-11-10,2024-W45,101
hospital admissions,CZ,2024-11-03,2024-W44,127
hospital admissions,CZ,2024-10-27,2024-W43,200
hospital admissions,CZ,2024-10-20,2024-W42,227
hospital admissions,CZ,2024-10-13,2024-W41,285
hospital admissions,CZ,2024-10-06,2024-W40,286
hospital admissions,CZ,2024-09-29,2024-W39,253
hospital admissions,CZ,2024-09-22,2024-W38,162
hospital admissions,CZ,2024-09-15,2024-W37,77
hospital admissions,CZ,2024-09-08,2024-W36,63
hospital admissions,CZ,2024-09-01,2024-W35,50
hospital admissions,CZ,2024-08-25,2024-W34,31
hospital admissions,CZ,2024-08-18,2024-W33,53
hospital admissions,CZ,2024-08-11,2024-W32,32
hospital admissions,CZ,2024-08-04,2024-W31,13
hospital admissions,CZ,2024-07-28,2024-W30,13
hospital admissions,CZ,2024-07-21,2024-W29,9
hospital admissions,CZ,2024-07-14,2024-W28,7
hospital admissions,CZ,2024-07-07,2024-W27,2
hospital admissions,CZ,2024-06-30,2024-W26,5
hospital admissions,CZ,2024-06-23,2024-W25,4
hospital admissions,CZ,2024-06-16,2024-W24,4
hospital admissions,CZ,2024-06-09,2024-W23,3
hospital admissions,CZ,2024-06-02,2024-W22,4
hospital admissions,CZ,2024-05-26,2024-W21,4
hospital admissions,CZ,2024-05-19,2024-W20,3
hospital admissions,CZ,2024-05-12,2024-W19,2
hospital admissions,CZ,2024-05-05,2024-W18,5
hospital admissions,CZ,2024-04-28,2024-W17,2
hospital admissions,CZ,2024-04-21,2024-W16,4
hospital admissions,CZ,2024-04-14,2024-W15,9
hospital admissions,CZ,2024-04-07,2024-W14,3
hospital admissions,CZ,2024-03-31,2024-W13,5
hospital admissions,CZ,2024-03-24,2024-W12,9
hospital admissions,CZ,2024-03-17,2024-W11,9
hospital admissions,CZ,2024-03-10,2024-W10,10
hospital admissions,CZ,2024-03-03,2024-W09,13
hospital admissions,CZ,2024-02-25,2024-W08,33
hospital admissions,CZ,2024-02-18,2024-W07,29
hospital admissions,CZ,2024-02-11,2024-W06,53
hospital admissions,CZ,2024-02-04,2024-W05,65
hospital admissions,CZ,2024-01-28,2024-W04,85
hospital admissions,CZ,2024-01-21,2024-W03,145
hospital admissions,CZ,2024-01-14,2024-W02,208
hospital admissions,CZ,2024-01-07,2024-W01,328
hospital admissions,CZ,2023-12-31,2023-W52,432
hospital admissions,CZ,2023-12-24,2023-W51,576
hospital admissions,CZ,2023-12-17,2023-W50,777
hospital admissions,CZ,2023-12-10,2023-W49,797
hospital admissions,CZ,2023-12-03,2023-W48,560
hospital admissions,CZ,2023-11-26,2023-W47,558
hospital admissions,CZ,2023-11-19,2023-W46,404
hospital admissions,CZ,2023-11-12,2023-W45,354
hospital admissions,CZ,2023-11-05,2023-W44,352
hospital admissions,CZ,2023-10-29,2023-W43,329
hospital admissions,CZ,2023-10-22,2023-W42,220
hospital admissions,CZ,2023-10-15,2023-W41,203
hospital admissions,CZ,2023-10-08,2023-W40,156
hospital admissions,CZ,2023-10-01,2023-W39,149
hospital admissions,CZ,2023-09-24,2023-W38,115
hospital admissions,CZ,2023-09-17,2023-W37,94
hospital admissions,CZ,2023-09-10,2023-W36,49
hospital admissions,CZ,2023-09-03,2023-W35,19
hospital admissions,CZ,2023-08-27,2023-W34,28
hospital admissions,CZ,2023-08-20,2023-W33,8
hospital admissions,CZ,2023-08-13,2023-W32,9
hospital admissions,CZ,2023-08-06,2023-W31,10
hospital admissions,CZ,2023-07-30,2023-W30,4
hospital admissions,CZ,2023-07-23,2023-W29,6
hospital admissions,CZ,2023-07-16,2023-W28,8
hospital admissions,CZ,2023-07-09,2023-W27,6
hospital admissions,CZ,2023-07-02,2023-W26,5
hospital admissions,CZ,2023-06-25,2023-W25,7
hospital admissions,CZ,2023-06-18,2023-W24,13
hospital admissions,CZ,2023-06-11,2023-W23,14
hospital admissions,CZ,2023-06-04,2023-W22,19
hospital admissions,CZ,2023-05-28,2023-W21,25
hospital admissions,CZ,2023-05-21,2023-W20,48
hospital admissions,CZ,2023-05-14,2023-W19,59
hospital admissions,CZ,2023-05-07,2023-W18,65
hospital admissions,CZ,2023-04-30,2023-W17,114
hospital admissions,CZ,2023-04-23,2023-W16,123
hospital admissions,CZ,2023-04-16,2023-W15,215
hospital admissions,CZ,2023-04-09,2023-W14,204
hospital admissions,CZ,2023-04-02,2023-W13,287
hospital admissions,CZ,2023-03-26,2023-W12,407
hospital admissions,CZ,2023-03-19,2023-W11,551
hospital admissions,CZ,2023-03-12,2023-W10,520
hospital admissions,CZ,2023-03-05,2023-W09,442
hospital admissions,CZ,2023-02-26,2023-W08,571
hospital admissions,CZ,2023-02-19,2023-W07,441
hospital admissions,CZ,2023-02-12,2023-W06,348
hospital admissions,CZ,2023-02-05,2023-W05,266
hospital admissions,CZ,2023-01-29,2023-W04,180
hospital admissions,CZ,2023-01-22,2023-W03,191
hospital admissions,CZ,2023-01-15,2023-W02,213
hospital admissions,CZ,2023-01-08,2023-W01,362
hospital admissions,CZ,2023-01-01,2022-W52,423
hospital admissions,CZ,2022-12-25,2022-W51,451
hospital admissions,CZ,2022-12-18,2022-W50,573
hospital admissions,CZ,2022-12-11,2022-W49,544
hospital admissions,CZ,2022-12-04,2022-W48,446
hospital admissions,CZ,2022-11-27,2022-W47,450
hospital admissions,CZ,2022-11-20,2022-W46,414
hospital admissions,CZ,2022-11-13,2022-W45,463
hospital admissions,CZ,2022-11-06,2022-W44,526
hospital admissions,CZ,2022-10-30,2022-W43,665
hospital admissions,CZ,2022-10-23,2022-W42,823
hospital admissions,CZ,2022-10-16,2022-W41,1624
hospital admissions,CZ,2022-10-09,2022-W40,1999
hospital admissions,CZ,2022-10-02,2022-W39,1973
hospital admissions,CZ,2022-09-25,2022-W38,1314
hospital admissions,CZ,2022-09-18,2022-W37,1036
hospital admissions,CZ,2022-09-11,2022-W36,892
hospital admissions,CZ,2022-09-04,2022-W35,781
hospital admissions,CZ,2022-08-28,2022-W34,824
hospital admissions,CZ,2022-08-21,2022-W33,1063
hospital admissions,CZ,2022-08-14,2022-W32,1184
hospital admissions,CZ,2022-08-07,2022-W31,1279
hospital admissions,CZ,2022-07-31,2022-W30,1385
hospital admissions,CZ,2022-07-24,2022-W29,1170
hospital admissions,CZ,2022-07-17,2022-W28,696
hospital admissions,CZ,2022-07-10,2022-W27,341
hospital admissions,CZ,2022-07-03,2022-W26,302
hospital admissions,CZ,2022-06-26,2022-W25,158
hospital admissions,CZ,2022-06-19,2022-W24,119
hospital admissions,CZ,2022-06-12,2022-W23,105
hospital admissions,CZ,2022-06-05,2022-W22,108
hospital admissions,CZ,2022-05-29,2022-W21,121
hospital admissions,CZ,2022-05-22,2022-W20,191
hospital admissions,CZ,2022-05-15,2022-W19,223
hospital admissions,CZ,2022-05-08,2022-W18,436
hospital admissions,CZ,2022-05-01,2022-W17,704
hospital admissions,CZ,2022-04-24,2022-W16,923
hospital admissions,CZ,2022-04-17,2022-W15,1034
hospital admissions,CZ,2022-04-10,2022-W14,1443
hospital admissions,CZ,2022-04-03,2022-W13,1730
hospital admissions,CZ,2022-03-27,2022-W12,1867
hospital admissions,CZ,2022-03-20,2022-W11,2223
hospital admissions,CZ,2022-03-13,2022-W10,2261
hospital admissions,CZ,2022-03-06,2022-W09,2306
hospital admissions,CZ,2022-02-27,2022-W08,2938
hospital admissions,CZ,2022-02-20,2022-W07,3560
hospital admissions,CZ,2022-02-13,2022-W06,4109
hospital admissions,CZ,2022-02-06,2022-W05,3707
hospital admissions,CZ,2022-01-30,2022-W04,2592
hospital admissions,CZ,2022-01-23,2022-W03,1549
hospital admissions,CZ,2022-01-16,2022-W02,1053
hospital admissions,CZ,2022-01-09,2022-W01,1578
hospital admissions,CZ,2022-01-02,2021-W52,2185
hospital admissions,CZ,2021-12-26,2021-W51,2381
hospital admissions,CZ,2021-12-19,2021-W50,3406
hospital admissions,CZ,2021-12-12,2021-W49,4224
hospital admissions,CZ,2021-12-05,2021-W48,4893
hospital admissions,CZ,2021-11-28,2021-W47,5033
hospital admissions,CZ,2021-11-21,2021-W46,4408
hospital admissions,CZ,2021-11-14,2021-W45,3429
hospital admissions,CZ,2021-11-07,2021-W44,2601
hospital admissions,CZ,2021-10-31,2021-W43,1598
hospital admissions,CZ,2021-10-24,2021-W42,956
hospital admissions,CZ,2021-10-17,2021-W41,497
hospital admissions,CZ,2021-10-10,2021-W40,324
hospital admissions,CZ,2021-10-03,2021-W39,211
hospital admissions,CZ,2021-09-26,2021-W38,152
hospital admissions,CZ,2021-09-19,2021-W37,151
hospital admissions,CZ,2021-09-12,2021-W36,115
hospital admissions,CZ,2021-09-05,2021-W35,78
hospital admissions,CZ,2021-08-29,2021-W34,58
hospital admissions,CZ,2021-08-22,2021-W33,68
hospital admissions,CZ,2021-08-15,2021-W32,53
hospital admissions,CZ,2021-08-08,2021-W31,52
hospital admissions,CZ,2021-08-01,2021-W30,53
hospital admissions,CZ,2021-07-25,2021-W29,53
hospital admissions,CZ,2021-07-18,2021-W28,38
hospital admissions,CZ,2021-07-11,2021-W27,33
hospital admissions,CZ,2021-07-04,2021-W26,38
hospital admissions,CZ,2021-06-27,2021-W25,45
hospital admissions,CZ,2021-06-20,2021-W24,87
hospital admissions,CZ,2021-06-13,2021-W23,115
hospital admissions,CZ,2021-06-06,2021-W22,224
hospital admissions,CZ,2021-05-30,2021-W21,351
hospital admissions,CZ,2021-05-23,2021-W20,557
hospital admissions,CZ,2021-05-16,2021-W19,883
hospital admissions,CZ,2021-05-09,2021-W18,1273
hospital admissions,CZ,2021-05-02,2021-W17,1626
hospital admissions,CZ,2021-04-25,2021-W16,2106
hospital admissions,CZ,2021-04-18,2021-W15,2580
hospital admissions,CZ,2021-04-11,2021-W14,3580
hospital admissions,CZ,2021-04-04,2021-W13,4389
hospital admissions,CZ,2021-03-28,2021-W12,5241
hospital admissions,CZ,2021-03-21,2021-W11,5972
hospital admissions,CZ,2021-03-14,2021-W10,6662
hospital admissions,CZ,2021-03-07,2021-W09,6669
hospital admissions,CZ,2021-02-28,2021-W08,6143
hospital admissions,CZ,2021-02-21,2021-W07,5173
hospital admissions,CZ,2021-02-14,2021-W06,4430
hospital admissions,CZ,2021-02-07,2021-W05,4381
hospital admissions,CZ,2021-01-31,2021-W04,4149
hospital admissions,CZ,2021-01-24,2021-W03,4460
hospital admissions,CZ,2021-01-17,2021-W02,5040
hospital admissions,CZ,2021-01-10,2021-W01,6256
hospital admissions,CZ,2021-01-03,2020-W53,5626
hospital admissions,CZ,2020-12-27,2020-W52,3934
hospital admissions,CZ,2020-12-20,2020-W51,3517
hospital admissions,CZ,2020-12-13,2020-W50,3373
hospital admissions,CZ,2020-12-06,2020-W49,3192
hospital admissions,CZ,2020-11-29,2020-W48,3309
hospital admissions,CZ,2020-11-22,2020-W47,3692
hospital admissions,CZ,2020-11-15,2020-W46,4921
hospital admissions,CZ,2020-11-08,2020-W45,6122
hospital admissions,CZ,2020-11-01,2020-W44,6770
hospital admissions,CZ,2020-10-25,2020-W43,5619
hospital admissions,CZ,2020-10-18,2020-W42,3599
hospital admissions,CZ,2020-10-11,2020-W41,2201
hospital admissions,CZ,2020-10-04,2020-W40,1229
hospital admissions,CZ,2020-09-27,2020-W39,856
hospital admissions,CZ,2020-09-20,2020-W38,561
hospital admissions,CZ,2020-09-13,2020-W37,292
hospital admissions,CZ,2020-09-06,2020-W36,187
hospital admissions,CZ,2020-08-30,2020-W35,120
hospital admissions,CZ,2020-08-23,2020-W34,106
hospital admissions,CZ,2020-08-16,2020-W33,90
hospital admissions,CZ,2020-08-09,2020-W32,74
hospital admissions,CZ,2020-08-02,2020-W31,84
hospital admissions,CZ,2020-07-26,2020-W30,63
hospital admissions,CZ,2020-07-19,2020-W29,46
hospital admissions,CZ,2020-07-12,2020-W28,40
hospital admissions,CZ,2020-07-05,2020-W27,42
hospital admissions,CZ,2020-06-28,2020-W26,39
hospital admissions,CZ,2020-06-21,2020-W25,48
hospital admissions,DK,2022-11-06,2022-W44,10
hospital admissions,DK,2022-10-30,2022-W43,257
hospital admissions,DK,2022-10-23,2022-W42,415
hospital admissions,DK,2022-10-16,2022-W41,470
hospital admissions,DK,2022-10-09,2022-W40,470
hospital admissions,DK,2022-10-02,2022-W39,382
hospital admissions,DK,2022-09-25,2022-W38,295
hospital admissions,DK,2022-09-18,2022-W37,89
hospital admissions,DK,2022-09-11,2022-W36,237
hospital admissions,DK,2022-09-04,2022-W35,189
hospital admissions,DK,2022-08-28,2022-W34,260
hospital admissions,DK,2022-08-21,2022-W33,363
hospital admissions,DK,2022-08-14,2022-W32,386
hospital admissions,DK,2022-08-07,2022-W31,393
hospital admissions,DK,2022-07-31,2022-W30,359
hospital admissions,DK,2022-07-24,2022-W29,435
hospital admissions,DK,2022-07-17,2022-W28,463
hospital admissions,DK,2022-07-10,2022-W27,439
hospital admissions,DK,2022-07-03,2022-W26,374
hospital admissions,DK,2022-06-26,2022-W25,334
hospital admissions,DK,2022-06-19,2022-W24,243
hospital admissions,DK,2022-06-12,2022-W23,189
hospital admissions,DK,2022-06-05,2022-W22,150
hospital admissions,DK,2022-05-29,2022-W21,181
hospital admissions,DK,2022-05-22,2022-W20,176
hospital admissions,DK,2022-05-15,2022-W19,210
hospital admissions,DK,2022-05-08,2022-W18,250
hospital admissions,DK,2022-05-01,2022-W17,314
hospital admissions,DK,2022-04-24,2022-W16,346
hospital admissions,DK,2022-04-17,2022-W15,534
hospital admissions,DK,2022-04-10,2022-W14,635
hospital admissions,DK,2022-04-03,2022-W13,665
hospital admissions,DK,2022-03-27,2022-W12,868
hospital admissions,DK,2022-03-20,2022-W11,962
hospital admissions,DK,2022-03-13,2022-W10,990
hospital admissions,DK,2022-03-06,2022-W09,1220
hospital admissions,DK,2022-02-27,2022-W08,1402
hospital admissions,DK,2022-02-20,2022-W07,1597
hospital admissions,DK,2022-02-13,2022-W06,1748
hospital admissions,DK,2022-02-06,2022-W05,927
hospital admissions,DK,2022-01-30,2022-W04,1287
hospital admissions,DK,2022-01-23,2022-W03,1284
hospital admissions,DK,2022-01-16,2022-W02,1272
hospital admissions,DK,2022-01-09,2022-W01,1188
hospital admissions,DK,2022-01-02,2021-W52,1382
hospital admissions,DK,2021-12-26,2021-W51,1073
hospital admissions,DK,2021-12-19,2021-W50,547
hospital admissions,DK,2021-12-12,2021-W49,335
hospital admissions,DK,2021-12-05,2021-W48,356
hospital admissions,DK,2021-11-28,2021-W47,244
hospital admissions,DK,2021-11-21,2021-W46,323
hospital admissions,DK,2021-11-14,2021-W45,216
hospital admissions,DK,2021-11-07,2021-W44,214
hospital admissions,DK,2021-10-31,2021-W43,191
hospital admissions,DK,2021-10-24,2021-W42,187
hospital admissions,DK,2021-10-17,2021-W41,143
hospital admissions,DK,2021-10-10,2021-W40,88
hospital admissions,DK,2021-10-03,2021-W39,59
hospital admissions,DK,2021-09-26,2021-W38,65
hospital admissions,DK,2021-09-19,2021-W37,44
hospital admissions,DK,2021-09-12,2021-W36,10
hospital admissions,DK,2021-09-05,2021-W35,5
hospital admissions,DK,2021-08-29,2021-W34,50
hospital admissions,DK,2021-08-22,2021-W33,86
hospital admissions,DK,2021-08-15,2021-W32,5
hospital admissions,DK,2021-08-08,2021-W31,6
hospital admissions,DK,2021-08-01,2021-W30,3
hospital admissions,DK,2021-07-25,2021-W29,9
hospital admissions,DK,2021-07-18,2021-W28,6
hospital admissions,DK,2021-07-11,2021-W27,5
hospital admissions,DK,2021-07-04,2021-W26,3
hospital admissions,DK,2021-06-27,2021-W25,7
hospital admissions,DK,2021-06-20,2021-W24,5
hospital admissions,DK,2021-06-13,2021-W23,5
hospital admissions,DK,2021-06-06,2021-W22,3
hospital admissions,DK,2021-05-30,2021-W21,8
hospital admissions,DK,2021-05-23,2021-W20,8
hospital admissions,DK,2021-05-16,2021-W19,8
hospital admissions,DK,2021-05-09,2021-W18,6
hospital admissions,DK,2021-05-02,2021-W17,8
hospital admissions,DK,2021-04-25,2021-W16,3
hospital admissions,DK,2021-04-18,2021-W15,7
hospital admissions,DK,2021-04-11,2021-W14,5
hospital admissions,DK,2021-04-04,2021-W13,9
hospital admissions,DK,2021-03-28,2021-W12,11
hospital admissions,DK,2021-03-21,2021-W11,4
hospital admissions,DK,2021-03-14,2021-W10,10
hospital admissions,DK,2021-03-07,2021-W09,4
hospital admissions,DK,2021-02-28,2021-W08,4
hospital admissions,DK,2021-02-21,2021-W07,10
hospital admissions,DK,2021-02-14,2021-W06,3
hospital admissions,DK,2021-02-07,2021-W05,1
hospital admissions,DK,2021-01-31,2021-W04,2
hospital admissions,DK,2021-01-24,2021-W03,5
hospital admissions,DK,2021-01-17,2021-W02,10
hospital admissions,DK,2021-01-10,2021-W01,7
hospital admissions,DK,2021-01-03,2020-W53,2
hospital admissions,DK,2020-12-27,2020-W52,6
hospital admissions,DK,2020-12-20,2020-W51,2
hospital admissions,DK,2020-12-13,2020-W50,2
hospital admissions,DK,2020-12-06,2020-W49,5
hospital admissions,DK,2020-11-22,2020-W47,2
hospital admissions,DK,2020-11-15,2020-W46,1
hospital admissions,DK,2020-11-08,2020-W45,1
hospital admissions,DK,2020-11-01,2020-W44,1
hospital admissions,DK,2020-10-18,2020-W42,1
hospital admissions,DK,2020-09-06,2020-W36,1
hospital admissions,DK,2020-08-23,2020-W34,2
hospital admissions,DK,2020-07-05,2020-W27,1
hospital admissions,EE,2025-03-30,2025-W13,3
hospital admissions,EE,2025-03-23,2025-W12,4
hospital admissions,EE,2025-03-16,2025-W11,11
hospital admissions,EE,2025-03-09,2025-W10,15
hospital admissions,EE,2025-03-02,2025-W09,14
hospital admissions,EE,2025-02-23,2025-W08,22
hospital admissions,EE,2025-02-16,2025-W07,26
hospital admissions,EE,2025-02-09,2025-W06,26
hospital admissions,EE,2025-02-02,2025-W05,25
hospital admissions,EE,2025-01-26,2025-W04,26
hospital admissions,EE,2025-01-19,2025-W03,47
hospital admissions,EE,2025-01-12,2025-W02,40
hospital admissions,EE,2025-01-05,2025-W01,51
hospital admissions,EE,2024-12-29,2024-W52,57
hospital admissions,EE,2024-12-22,2024-W51,76
hospital admissions,EE,2024-12-15,2024-W50,99
hospital admissions,EE,2024-12-08,2024-W49,83
hospital admissions,EE,2024-12-01,2024-W48,85
hospital admissions,EE,2024-11-24,2024-W47,59
hospital admissions,EE,2024-11-17,2024-W46,63
hospital admissions,EE,2024-11-10,2024-W45,70
hospital admissions,EE,2024-11-03,2024-W44,59
hospital admissions,EE,2024-10-27,2024-W43,67
hospital admissions,EE,2024-10-20,2024-W42,67
hospital admissions,EE,2024-10-13,2024-W41,64
hospital admissions,EE,2024-10-06,2024-W40,61
hospital admissions,EE,2024-09-29,2024-W39,49
hospital admissions,EE,2024-09-22,2024-W38,41
hospital admissions,EE,2024-09-15,2024-W37,52
hospital admissions,EE,2024-09-08,2024-W36,50
hospital admissions,EE,2024-09-01,2024-W35,42
hospital admissions,EE,2024-08-25,2024-W34,35
hospital admissions,EE,2024-08-18,2024-W33,30
hospital admissions,EE,2024-08-11,2024-W32,32
hospital admissions,EE,2024-08-04,2024-W31,24
hospital admissions,EE,2024-07-28,2024-W30,13
hospital admissions,EE,2024-07-21,2024-W29,12
hospital admissions,EE,2024-07-14,2024-W28,6
hospital admissions,EE,2024-07-07,2024-W27,8
hospital admissions,EE,2024-06-30,2024-W26,7
hospital admissions,EE,2024-06-23,2024-W25,11
hospital admissions,EE,2024-06-16,2024-W24,7
hospital admissions,EE,2024-06-09,2024-W23,7
hospital admissions,EE,2024-06-02,2024-W22,0
hospital admissions,EE,2024-05-26,2024-W21,9
hospital admissions,EE,2024-05-19,2024-W20,0
hospital admissions,EE,2024-05-12,2024-W19,0
hospital admissions,EE,2024-05-05,2024-W18,0
hospital admissions,EE,2024-04-28,2024-W17,0
hospital admissions,EE,2024-04-21,2024-W16,1
hospital admissions,EE,2024-04-14,2024-W15,1
hospital admissions,EE,2024-04-07,2024-W14,1
hospital admissions,EE,2024-03-31,2024-W13,6
hospital admissions,EE,2024-03-24,2024-W12,1
hospital admissions,EE,2024-03-17,2024-W11,7
hospital admissions,EE,2024-03-10,2024-W10,10
hospital admissions,EE,2024-03-03,2024-W09,3
