target,location,truth_date,year_week,value,data_source
hospital admissions,CY,2022-06-05,2022-W22,32,ERVISS
hospital admissions,CY,2022-05-29,2022-W21,25,ERVISS
hospital admissions,CY,2022-05-22,2022-W20,29,ERVISS
hospital admissions,CY,2022-05-15,2022-W19,30,ERVISS
hospital admissions,CY,2022-05-08,2022-W18,33,ERVISS
hospital admissions,CY,2022-05-01,2022-W17,53,ERVISS
hospital admissions,CY,2022-04-24,2022-W16,49,ERVISS
hospital admissions,CY,2022-04-17,2022-W15,76,ERVISS
hospital admissions,CY,2022-04-10,2022-W14,164,ERVISS
hospital admissions,CY,2022-04-03,2022-W13,192,ERVISS
hospital admissions,CY,2022-03-27,2022-W12,195,ERVISS
hospital admissions,CY,2022-03-20,2022-W11,156,ERVISS
hospital admissions,CY,2022-03-13,2022-W10,95,ERVISS
hospital admissions,CY,2022-03-06,2022-W09,101,ERVISS
hospital admissions,CY,2022-02-27,2022-W08,120,ERVISS
hospital admissions,CY,2022-02-20,2022-W07,136,ERVISS
hospital admissions,CY,2022-02-13,2022-W06,155,ERVISS
hospital admissions,CY,2022-02-06,2022-W05,165,ERVISS
hospital admissions,CY,2022-01-30,2022-W04,161,ERVISS
hospital admissions,CY,2022-01-23,2022-W03,158,ERVISS
hospital admissions,CY,2022-01-16,2022-W02,188,ERVISS
hospital admissions,CY,2022-01-09,2022-W01,216,ERVISS
hospital admissions,CY,2022-01-02,2021-W52,153,ERVISS
hospital admissions,CY,2021-12-26,2021-W51,108,ERVISS
hospital admissions,CY,2021-12-19,2021-W50,127,ERVISS
hospital admissions,CY,2021-12-12,2021-W49,111,ERVISS
hospital admissions,CY,2021-12-05,2021-W48,82,ERVISS
hospital admissions,CY,2021-11-28,2021-W47,72,ERVISS
hospital admissions,CY,2021-11-21,2021-W46,68,ERVISS
hospital admissions,CY,2021-11-14,2021-W45,59,ERVISS
hospital admissions,CY,2021-11-07,2021-W44,40,ERVISS
hospital admissions,CY,2021-10-31,2021-W43,43,ERVISS
hospital admissions,CY,2021-10-24,2021-W42,33,ERVISS
hospital admissions,CY,2021-10-17,2021-W41,37,ERVISS
hospital admissions,CY,2021-10-10,2021-W40,29,ERVISS
hospital admissions,CY,2021-10-03,2021-W39,31,ERVISS
hospital admissions,CY,2021-09-26,2021-W38,40,ERVISS
hospital admissions,CY,2021-09-19,2021-W37,54,ERVISS
hospital admissions,CY,2021-09-12,2021-W36,77,ERVISS
hospital admissions,CY,2021-09-05,2021-W35,92,ERVISS
hospital admissions,CY,2021-08-29,2021-W34,92,ERVISS
hospital admissions,CY,2021-08-22,2021-W33,123,ERVISS
hospital admissions,CY,2021-08-15,2021-W32,149,ERVISS
hospital admissions,CY,2021-08-08,2021-W31,203,ERVISS
hospital admissions,CY,2021-08-01,2021-W30,226,ERVISS
hospital admissions,CY,2021-07-25,2021-W29,243,ERVISS
hospital admissions,CY,2021-07-18,2021-W28,194,ERVISS
hospital admissions,CY,2021-07-11,2021-W27,140,ERVISS
hospital admissions,CY,2021-07-04,2021-W26,75,ERVISS
hospital admissions,CY,2021-06-27,2021-W25,33,ERVISS
hospital admissions,CY,2021-06-20,2021-W24,35,ERVISS
hospital admissions,CY,2021-06-13,2021-W23,20,ERVISS
hospital admissions,CY,2021-06-06,2021-W22,22,ERVISS
hospital admissions,CY,2021-05-30,2021-W21,39,ERVISS
hospital admissions,CY,2021-05-23,2021-W20,67,ERVISS
hospital admissions,CY,2021-05-16,2021-W19,110,ERVISS
hospital admissions,CY,2021-05-09,2021-W18,180,ERVISS
hospital admissions,CY,2021-05-02,2021-W17,224,ERVISS
hospital admissions,CY,2021-04-25,2021-W16,255,ERVISS
hospital admissions,CY,2021-04-18,2021-W15,205,ERVISS
hospital admissions,CY,2021-04-11,2021-W14,178,ERVISS
hospital admissions,CY,2021-04-04,2021-W13,167,ERVISS
hospital admissions,CY,2021-03-28,2021-W12,138,ERVISS
hospital admissions,CY,2021-03-21,2021-W11,162,ERVISS
hospital admissions,CY,2021-03-14,2021-W10,174,ERVISS
hospital admissions,CY,2021-03-07,2021-W09,105,ERVISS
hospital admissions,CY,2021-02-28,2021-W08,57,ERVISS
hospital admissions,CY,2021-02-21,2021-W07,67,ERVISS
hospital admissions,CY,2021-02-14,2021-W06,57,ERVISS
hospital admissions,CY,2021-02-07,2021-W05,70,ERVISS
hospital admissions,CY,2021-01-31,2021-W04,70,ERVISS
hospital admissions,CY,2021-01-24,2021-W03,93,ERVISS
hospital admissions,CY,2021-01-17,2021-W02,121,ERVISS
hospital admissions,CY,2021-01-10,2021-W01,141,ERVISS
hospital admissions,CY,2021-01-03,2020-W53,127,ERVISS
hospital admissions,CY,2020-12-27,2020-W52,107,ERVISS
hospital admissions,CY,2020-12-20,2020-W51,96,ERVISS
hospital admissions,CY,2020-12-13,2020-W50,75,ERVISS
hospital admissions,CY,2020-12-06,2020-W49,74,ERVISS
hospital admissions,CY,2020-11-29,2020-W48,82,ERVISS
hospital admissions,CY,2020-11-22,2020-W47,73,ERVISS
hospital admissions,CY,2020-11-15,2020-W46,59,ERVISS
hospital admissions,CY,2020-11-08,2020-W45,67,ERVISS
hospital admissions,CY,2020-11-01,2020-W44,36,ERVISS
hospital admissions,CY,2020-10-25,2020-W43,32,ERVISS
hospital admissions,CY,2020-10-18,2020-W42,29,ERVISS
hospital admissions,CY,2020-10-11,2020-W41,5,ERVISS
hospital admissions,CY,2020-10-04,2020-W40,4,ERVISS
hospital admissions,CY,2020-09-27,2020-W39,15,ERVISS
hospital admissions,CY,2020-09-20,2020-W38,6,ERVISS
hospital admissions,CY,2020-09-13,2020-W37,2,ERVISS
hospital admissions,CY,2020-09-06,2020-W36,1,ERVISS
hospital admissions,CY,2020-08-30,2020-W35,6,ERVISS
hospital admissions,CY,2020-08-23,2020-W34,3,ERVISS
hospital admissions,CY,2020-08-16,2020-W33,2,ERVISS
hospital admissions,CY,2020-08-09,2020-W32,4,ERVISS
hospital admissions,CY,2020-08-02,2020-W31,8,ERVISS
hospital admissions,CY,2020-07-26,2020-W30,1,ERVISS
hospital admissions,CY,2020-07-19,2020-W29,1,ERVISS
hospital admissions,CY,2020-06-28,2020-W26,2,ERVISS
hospital admissions,CY,2020-06-21,2020-W25,1,ERVISS
hospital admissions,CZ,2025-03-30,2025-W13,4,ERVISS
hospital admissions,CZ,2025-03-23,2025-W12,5,ERVISS
hospital admissions,CZ,2025-03-16,2025-W11,8,ERVISS
hospital admissions,CZ,2025-03-09,2025-W10,9,ERVISS
hospital admissions,CZ,2025-03-02,2025-W09,20,ERVISS
hospital admissions,CZ,2025-02-23,2025-W08,13,ERVISS
hospital admissions,CZ,2025-02-16,2025-W07,10,ERVISS
hospital admissions,CZ,2025-02-09,2025-W06,16,ERVISS
hospital admissions,CZ,2025-02-02,2025-W05,16,ERVISS
hospital admissions,CZ,2025-01-26,2025-W04,21,ERVISS
hospital admissions,CZ,2025-01-19,2025-W03,19,ERVISS
hospital admissions,CZ,2025-01-12,2025-W02,45,ERVISS
hospital admissions,CZ,2025-01-05,2025-W01,33,ERVISS
hospital admissions,CZ,2024-12-29,2024-W52,27,ERVISS
hospital admissions,CZ,2024-12-22,2024-W51,46,ERVISS
hospital admissions,CZ,2024-12-15,2024-W50,82,ERVISS
hospital admissions,CZ,2024-12-08,2024-W49,69,ERVISS
hospital admissions,CZ,2024-12-01,2024-W48,70,ERVISS
hospital admissions,CZ,2024-11-24,2024-W47,77,ERVISS
hospital admissions,CZ,2024-11-17,2024-W46,75,ERVISS
hospital admissions,CZ,2024-11-10,2024-W45,101,ERVISS
hospital admissions,CZ,2024-11-03,2024-W44,127,ERVISS
hospital admissions,CZ,2024-10-27,2024-W43,200,ERVISS
hospital admissions,CZ,2024-10-20,2024-W42,227,ERVISS
hospital admissions,CZ,2024-10-13,2024-W41,285,ERVISS
hospital admissions,CZ,2024-10-06,2024-W40,286,ERVISS
hospital admissions,CZ,2024-09-29,2024-W39,253,ERVISS
hospital admissions,CZ,2024-09-22,2024-W38,162,ERVISS
hospital admissions,CZ,2024-09-15,2024-W37,77,ERVISS
hospital admissions,CZ,2024-09-08,2024-W36,63,ERVISS
hospital admissions,CZ,2024-09-01,2024-W35,50,ERVISS
hospital admissions,CZ,2024-08-25,2024-W34,31,ERVISS
hospital admissions,CZ,2024-08-18,2024-W33,53,ERVISS
hospital admissions,CZ,2024-08-11,2024-W32,32,ERVISS
hospital admissions,CZ,2024-08-04,2024-W31,13,ERVISS
hospital admissions,CZ,2024-07-28,2024-W30,13,ERVISS
hospital admissions,CZ,2024-07-21,2024-W29,9,ERVISS
hospital admissions,CZ,2024-07-14,2024-W28,7,ERVISS
hospital admissions,CZ,2024-07-07,2024-W27,2,ERVISS
hospital admissions,CZ,2024-06-30,2024-W26,5,ERVISS
hospital admissions,CZ,2024-06-23,2024-W25,4,ERVISS
hospital admissions,CZ,2024-06-16,2024-W24,4,ERVISS
hospital admissions,CZ,2024-06-09,2024-W23,3,ERVISS
hospital admissions,CZ,2024-06-02,2024-W22,4,ERVISS
hospital admissions,CZ,2024-05-26,2024-W21,4,ERVISS
hospital admissions,CZ,2024-05-19,2024-W20,3,ERVISS
hospital admissions,CZ,2024-05-12,2024-W19,2,ERVISS
hospital admissions,CZ,2024-05-05,2024-W18,5,ERVISS
hospital admissions,CZ,2024-04-28,2024-W17,2,ERVISS
hospital admissions,CZ,2024-04-21,2024-W16,4,ERVISS
hospital admissions,CZ,2024-04-14,2024-W15,9,ERVISS
hospital admissions,CZ,2024-04-07,2024-W14,3,ERVISS
hospital admissions,CZ,2024-03-31,2024-W13,5,ERVISS
hospital admissions,CZ,2024-03-24,2024-W12,9,ERVISS
hospital admissions,CZ,2024-03-17,2024-W11,9,ERVISS
hospital admissions,CZ,2024-03-10,2024-W10,10,ERVISS
hospital admissions,CZ,2024-03-03,2024-W09,13,ERVISS
hospital admissions,CZ,2024-02-25,2024-W08,33,ERVISS
hospital admissions,CZ,2024-02-18,2024-W07,29,ERVISS
hospital admissions,CZ,2024-02-11,2024-W06,53,ERVISS
hospital admissions,CZ,2024-02-04,2024-W05,65,ERVISS
hospital admissions,CZ,2024-01-28,2024-W04,85,ERVISS
hospital admissions,CZ,2024-01-21,2024-W03,145,ERVISS
hospital admissions,CZ,2024-01-14,2024-W02,208,ERVISS
hospital admissions,CZ,2024-01-07,2024-W01,328,ERVISS
hospital admissions,CZ,2023-12-31,2023-W52,432,ERVISS
hospital admissions,CZ,2023-12-24,2023-W51,576,ERVISS
hospital admissions,CZ,2023-12-17,2023-W50,777,ERVISS
hospital admissions,CZ,2023-12-10,2023-W49,797,ERVISS
hospital admissions,CZ,2023-12-03,2023-W48,560,ERVISS
hospital admissions,CZ,2023-11-26,2023-W47,558,ERVISS
hospital admissions,CZ,2023-11-19,2023-W46,404,ERVISS
hospital admissions,CZ,2023-11-12,2023-W45,354,ERVISS
hospital admissions,CZ,2023-11-05,2023-W44,352,ERVISS
hospital admissions,CZ,2023-10-29,2023-W43,329,ERVISS
hospital admissions,CZ,2023-10-22,2023-W42,220,ERVISS
hospital admissions,CZ,2023-10-15,2023-W41,203,ERVISS
hospital admissions,CZ,2023-10-08,2023-W40,156,ERVISS
hospital admissions,CZ,2023-10-01,2023-W39,149,ERVISS
hospital admissions,CZ,2023-09-24,2023-W38,115,ERVISS
hospital admissions,CZ,2023-09-17,2023-W37,94,ERVISS
hospital admissions,CZ,2023-09-10,2023-W36,49,ERVISS
hospital admissions,CZ,2023-09-03,2023-W35,19,ERVISS
hospital admissions,CZ,2023-08-27,2023-W34,28,ERVISS
hospital admissions,CZ,2023-08-20,2023-W33,8,ERVISS
hospital admissions,CZ,2023-08-13,2023-W32,9,ERVISS
hospital admissions,CZ,2023-08-06,2023-W31,10,ERVISS
hospital admissions,CZ,2023-07-30,2023-W30,4,ERVISS
hospital admissions,CZ,2023-07-23,2023-W29,6,ERVISS
hospital admissions,CZ,2023-07-16,2023-W28,8,ERVISS
hospital admissions,CZ,2023-07-09,2023-W27,6,ERVISS
hospital admissions,CZ,2023-07-02,2023-W26,5,ERVISS
hospital admissions,CZ,2023-06-25,2023-W25,7,ERVISS
hospital admissions,CZ,2023-06-18,2023-W24,13,ERVISS
hospital admissions,CZ,2023-06-11,2023-W23,14,ERVISS
hospital admissions,CZ,2023-06-04,2023-W22,19,ERVISS
hospital admissions,CZ,2023-05-28,2023-W21,25,ERVISS
hospital admissions,CZ,2023-05-21,2023-W20,48,ERVISS
hospital admissions,CZ,2023-05-14,2023-W19,59,ERVISS
hospital admissions,CZ,2023-05-07,2023-W18,65,ERVISS
hospital admissions,CZ,2023-04-30,2023-W17,114,ERVISS
hospital admissions,CZ,2023-04-23,2023-W16,123,ERVISS
hospital admissions,CZ,2023-04-16,2023-W15,215,ERVISS
hospital admissions,CZ,2023-04-09,2023-W14,204,ERVISS
hospital admissions,CZ,2023-04-02,2023-W13,287,ERVISS
hospital admissions,CZ,2023-03-26,2023-W12,407,ERVISS
hospital admissions,CZ,2023-03-19,2023-W11,551,ERVISS
hospital admissions,CZ,2023-03-12,2023-W10,520,ERVISS
hospital admissions,CZ,2023-03-05,2023-W09,442,ERVISS
hospital admissions,CZ,2023-02-26,2023-W08,571,ERVISS
hospital admissions,CZ,2023-02-19,2023-W07,441,ERVISS
hospital admissions,CZ,2023-02-12,2023-W06,348,ERVISS
hospital admissions,CZ,2023-02-05,2023-W05,266,ERVISS
hospital admissions,CZ,2023-01-29,2023-W04,180,ERVISS
hospital admissions,CZ,2023-01-22,2023-W03,191,ERVISS
hospital admissions,CZ,2023-01-15,2023-W02,213,ERVISS
hospital admissions,CZ,2023-01-08,2023-W01,362,ERVISS
hospital admissions,CZ,2023-01-01,2022-W52,423,ERVISS
hospital admissions,CZ,2022-12-25,2022-W51,451,ERVISS
hospital admissions,CZ,2022-12-18,2022-W50,573,ERVISS
hospital admissions,CZ,2022-12-11,2022-W49,544,ERVISS
hospital admissions,CZ,2022-12-04,2022-W48,446,ERVISS
hospital admissions,CZ,2022-11-27,2022-W47,450,ERVISS
hospital admissions,CZ,2022-11-20,2022-W46,414,ERVISS
hospital admissions,CZ,2022-11-13,2022-W45,463,ERVISS
hospital admissions,CZ,2022-11-06,2022-W44,526,ERVISS
hospital admissions,CZ,2022-10-30,2022-W43,665,ERVISS
hospital admissions,CZ,2022-10-23,2022-W42,823,ERVISS
hospital admissions,CZ,2022-10-16,2022-W41,1624,ERVISS
hospital admissions,CZ,2022-10-09,2022-W40,1999,ERVISS
hospital admissions,CZ,2022-10-02,2022-W39,1973,ERVISS
hospital admissions,CZ,2022-09-25,2022-W38,1314,ERVISS
hospital admissions,CZ,2022-09-18,2022-W37,1036,ERVISS
hospital admissions,CZ,2022-09-11,2022-W36,892,ERVISS
hospital admissions,CZ,2022-09-04,2022-W35,781,ERVISS
hospital admissions,CZ,2022-08-28,2022-W34,824,ERVISS
hospital admissions,CZ,2022-08-21,2022-W33,1063,ERVISS
hospital admissions,CZ,2022-08-14,2022-W32,1184,ERVISS
hospital admissions,CZ,2022-08-07,2022-W31,1279,ERVISS
hospital admissions,CZ,2022-07-31,2022-W30,1385,ERVISS
hospital admissions,CZ,2022-07-24,2022-W29,1170,ERVISS
hospital admissions,CZ,2022-07-17,2022-W28,696,ERVISS
hospital admissions,CZ,2022-07-10,2022-W27,341,ERVISS
hospital admissions,CZ,2022-07-03,2022-W26,302,ERVISS
hospital admissions,CZ,2022-06-26,2022-W25,158,ERVISS
hospital admissions,CZ,2022-06-19,2022-W24,119,ERVISS
hospital admissions,CZ,2022-06-12,2022-W23,105,ERVISS
hospital admissions,CZ,2022-06-05,2022-W22,108,ERVISS
hospital admissions,CZ,2022-05-29,2022-W21,121,ERVISS
hospital admissions,CZ,2022-05-22,2022-W20,191,ERVISS
hospital admissions,CZ,2022-05-15,2022-W19,223,ERVISS
hospital admissions,CZ,2022-05-08,2022-W18,436,ERVISS
hospital admissions,CZ,2022-05-01,2022-W17,704,ERVISS
hospital admissions,CZ,2022-04-24,2022-W16,923,ERVISS
hospital admissions,CZ,2022-04-17,2022-W15,1034,ERVISS
hospital admissions,CZ,2022-04-10,2022-W14,1443,ERVISS
hospital admissions,CZ,2022-04-03,2022-W13,1730,ERVISS
hospital admissions,CZ,2022-03-27,2022-W12,1867,ERVISS
hospital admissions,CZ,2022-03-20,2022-W11,2223,ERVISS
hospital admissions,CZ,2022-03-13,2022-W10,2261,ERVISS
hospital admissions,CZ,2022-03-06,2022-W09,2306,ERVISS
hospital admissions,CZ,2022-02-27,2022-W08,2938,ERVISS
hospital admissions,CZ,2022-02-20,2022-W07,3560,ERVISS
hospital admissions,CZ,2022-02-13,2022-W06,4109,ERVISS
hospital admissions,CZ,2022-02-06,2022-W05,3707,ERVISS
hospital admissions,CZ,2022-01-30,2022-W04,2592,ERVISS
hospital admissions,CZ,2022-01-23,2022-W03,1549,ERVISS
hospital admissions,CZ,2022-01-16,2022-W02,1053,ERVISS
hospital admissions,CZ,2022-01-09,2022-W01,1578,ERVISS
hospital admissions,CZ,2022-01-02,2021-W52,2185,ERVISS
hospital admissions,CZ,2021-12-26,2021-W51,2381,ERVISS
hospital admissions,CZ,2021-12-19,2021-W50,3406,ERVISS
hospital admissions,CZ,2021-12-12,2021-W49,4224,ERVISS
hospital admissions,CZ,2021-12-05,2021-W48,4893,ERVISS
hospital admissions,CZ,2021-11-28,2021-W47,5033,ERVISS
hospital admissions,CZ,2021-11-21,2021-W46,4408,ERVISS
hospital admissions,CZ,2021-11-14,2021-W45,3429,ERVISS
hospital admissions,CZ,2021-11-07,2021-W44,2601,ERVISS
hospital admissions,CZ,2021-10-31,2021-W43,1598,ERVISS
hospital admissions,CZ,2021-10-24,2021-W42,956,ERVISS
hospital admissions,CZ,2021-10-17,2021-W41,497,ERVISS
hospital admissions,CZ,2021-10-10,2021-W40,324,ERVISS
hospital admissions,CZ,2021-10-03,2021-W39,211,ERVISS
hospital admissions,CZ,2021-09-26,2021-W38,152,ERVISS
hospital admissions,CZ,2021-09-19,2021-W37,151,ERVISS
hospital admissions,CZ,2021-09-12,2021-W36,115,ERVISS
hospital admissions,CZ,2021-09-05,2021-W35,78,ERVISS
hospital admissions,CZ,2021-08-29,2021-W34,58,ERVISS
hospital admissions,CZ,2021-08-22,2021-W33,68,ERVISS
hospital admissions,CZ,2021-08-15,2021-W32,53,ERVISS
hospital admissions,CZ,2021-08-08,2021-W31,52,ERVISS
hospital admissions,CZ,2021-08-01,2021-W30,53,ERVISS
hospital admissions,CZ,2021-07-25,2021-W29,53,ERVISS
hospital admissions,CZ,2021-07-18,2021-W28,38,ERVISS
hospital admissions,CZ,2021-07-11,2021-W27,33,ERVISS
hospital admissions,CZ,2021-07-04,2021-W26,38,ERVISS
hospital admissions,CZ,2021-06-27,2021-W25,45,ERVISS
hospital admissions,CZ,2021-06-20,2021-W24,87,ERVISS
hospital admissions,CZ,2021-06-13,2021-W23,115,ERVISS
hospital admissions,CZ,2021-06-06,2021-W22,224,ERVISS
hospital admissions,CZ,2021-05-30,2021-W21,351,ERVISS
hospital admissions,CZ,2021-05-23,2021-W20,557,ERVISS
hospital admissions,CZ,2021-05-16,2021-W19,883,ERVISS
hospital admissions,CZ,2021-05-09,2021-W18,1273,ERVISS
hospital admissions,CZ,2021-05-02,2021-W17,1626,ERVISS
hospital admissions,CZ,2021-04-25,2021-W16,2106,ERVISS
hospital admissions,CZ,2021-04-18,2021-W15,2580,ERVISS
hospital admissions,CZ,2021-04-11,2021-W14,3580,ERVISS
hospital admissions,CZ,2021-04-04,2021-W13,4389,ERVISS
hospital admissions,CZ,2021-03-28,2021-W12,5241,ERVISS
hospital admissions,CZ,2021-03-21,2021-W11,5972,ERVISS
hospital admissions,CZ,2021-03-14,2021-W10,6662,ERVISS
hospital admissions,CZ,2021-03-07,2021-W09,6669,ERVISS
hospital admissions,CZ,2021-02-28,2021-W08,6143,ERVISS
hospital admissions,CZ,2021-02-21,2021-W07,5173,ERVISS
hospital admissions,CZ,2021-02-14,2021-W06,4430,ERVISS
hospital admissions,CZ,2021-02-07,2021-W05,4381,ERVISS
hospital admissions,CZ,2021-01-31,2021-W04,4149,ERVISS
hospital admissions,CZ,2021-01-24,2021-W03,4460,ERVISS
hospital admissions,CZ,2021-01-17,2021-W02,5040,ERVISS
hospital admissions,CZ,2021-01-10,2021-W01,6256,ERVISS
hospital admissions,CZ,2021-01-03,2020-W53,5626,ERVISS
hospital admissions,CZ,2020-12-27,2020-W52,3934,ERVISS
hospital admissions,CZ,2020-12-20,2020-W51,3517,ERVISS
hospital admissions,CZ,2020-12-13,2020-W50,3373,ERVISS
hospital admissions,CZ,2020-12-06,2020-W49,3192,ERVISS
hospital admissions,CZ,2020-11-29,2020-W48,3309,ERVISS
hospital admissions,CZ,2020-11-22,2020-W47,3692,ERVISS
hospital admissions,CZ,2020-11-15,2020-W46,4921,ERVISS
hospital admissions,CZ,2020-11-08,2020-W45,6122,ERVISS
hospital admissions,CZ,2020-11-01,2020-W44,6770,ERVISS
hospital admissions,CZ,2020-10-25,2020-W43,5619,ERVISS
hospital admissions,CZ,2020-10-18,2020-W42,3599,ERVISS
hospital admissions,CZ,2020-10-11,2020-W41,2201,ERVISS
hospital admissions,CZ,2020-10-04,2020-W40,1229,ERVISS
hospital admissions,CZ,2020-09-27,2020-W39,856,ERVISS
hospital admissions,CZ,2020-09-20,2020-W38,561,ERVISS
hospital admissions,CZ,2020-09-13,2020-W37,292,ERVISS
hospital admissions,CZ,2020-09-06,2020-W36,187,ERVISS
hospital admissions,CZ,2020-08-30,2020-W35,120,ERVISS
hospital admissions,CZ,2020-08-23,2020-W34,106,ERVISS
hospital admissions,CZ,2020-08-16,2020-W33,90,ERVISS
hospital admissions,CZ,2020-08-09,2020-W32,74,ERVISS
hospital admissions,CZ,2020-08-02,2020-W31,84,ERVISS
hospital admissions,CZ,2020-07-26,2020-W30,63,ERVISS
hospital admissions,CZ,2020-07-19,2020-W29,46,ERVISS
hospital admissions,CZ,2020-07-12,2020-W28,40,ERVISS
hospital admissions,CZ,2020-07-05,2020-W27,42,ERVISS
hospital admissions,CZ,2020-06-28,2020-W26,39,ERVISS
hospital admissions,CZ,2020-06-21,2020-W25,48,ERVISS
hospital admissions,DK,2022-11-06,2022-W44,10,ERVISS
hospital admissions,DK,2022-10-30,2022-W43,257,ERVISS
hospital admissions,DK,2022-10-23,2022-W42,415,ERVISS
hospital admissions,DK,2022-10-16,2022-W41,470,ERVISS
hospital admissions,DK,2022-10-09,2022-W40,470,ERVISS
hospital admissions,DK,2022-10-02,2022-W39,382,ERVISS
hospital admissions,DK,2022-09-25,2022-W38,295,ERVISS
hospital admissions,DK,2022-09-18,2022-W37,89,ERVISS
hospital admissions,DK,2022-09-11,2022-W36,237,ERVISS
hospital admissions,DK,2022-09-04,2022-W35,189,ERVISS
hospital admissions,DK,2022-08-28,2022-W34,260,ERVISS
hospital admissions,DK,2022-08-21,2022-W33,363,ERVISS
hospital admissions,DK,2022-08-14,2022-W32,386,ERVISS
hospital admissions,DK,2022-08-07,2022-W31,393,ERVISS
hospital admissions,DK,2022-07-31,2022-W30,359,ERVISS
hospital admissions,DK,2022-07-24,2022-W29,435,ERVISS
hospital admissions,DK,2022-07-17,2022-W28,463,ERVISS
hospital admissions,DK,2022-07-10,2022-W27,439,ERVISS
hospital admissions,DK,2022-07-03,2022-W26,374,ERVISS
hospital admissions,DK,2022-06-26,2022-W25,334,ERVISS
hospital admissions,DK,2022-06-19,2022-W24,243,ERVISS
hospital admissions,DK,2022-06-12,2022-W23,189,ERVISS
hospital admissions,DK,2022-06-05,2022-W22,150,ERVISS
hospital admissions,DK,2022-05-29,2022-W21,181,ERVISS
